x	y	new_x	new_y	pixel_x	pixel_y	selected
3	9	2.9047281438654124	9.038022986441986	5603	8389	0
4	9	3.96565995649858	9.002359159324202	6365	8364	0
5	9	4.89554443359375	9.043713214686099	7037	8389	0
6	9	5.909021412242543	9.052708373476037	7766	8397	0
7	9	6.9258442271839495	9.071528002820209	8503	8413	0
8	9	7.90993485884233	9.055309894373599	9208	8397	0
9	9	8.879499123313211	9.027504001497688	9912	8380	0
10	9	9.911721524325285	9.054413526047506	10658	8397	0
11	9	10.867441905628551	9.0621154511456	11346	8405	0
12	9	11.92587197043679	9.151655120165358	12108	8471	0
13	9	13.076033713600852	9.097511736266817	12935	8430	0
14	9	14.052228615500711	9.038252894653867	13640	8389	0
15	9	15.061704323508524	9.013189478305424	14369	8364	0
16	9	15.998176435990768	9.176502997565162	15041	8487	0
17	9	16.988274869051846	9.019680964037978	15753	8372	0
18	9	18.049336381392045	9.070464677340247	16523	8413	0
19	9	19.015503484552553	9.033753946757638	17220	8380	0
20	9	20.034124755859374	9.017836224337865	17949	8372	0
21	9	21.024961159446022	9.007779792819857	18661	8364	0
22	9	21.953497314453124	9.069364402326233	19333	8405	0
23	9	23.091900079900565	9.123845806036295	20152	8446	0
24	9	24.188074840198862	9.072184883425589	20947	8413	0
25	9	25.21662264737216	8.991001967357414	21684	8348	0
26	9	26.141607666015624	8.970618141071679	22356	8339	0
27	9	27.147727272727273	8.952914798206278	23083	8328	0
28	9	28.17816495028409	8.947307774838846	23822	8323	0
29	9	29.114630126953124	9.037345578317685	24494	8389	0
30	9	30.229545454545455	9.067264573991032	25305	8412	0
31	9	31.109364457563917	8.972685262226738	25936	8339	0
32	9	32.151753373579545	8.997957375017517	26690	8356	0
2	10	1.9500394647771668	10.056930764373641	4915	9134	0
3	10	2.953484829989347	10.069517127066984	5636	9142	0
4	10	3.8727272727272726	10.047085201793722	6305	9128	0
5	10	4.86013017134233	10.063928167916199	7012	9134	0
6	10	5.918169056285512	10.040558271878503	7774	9118	0
7	10	6.8545454545454545	10.112107623318385	8454	9175	0
8	10	7.881818181818182	10.040358744394618	9195	9123	0
9	10	8.868372691761364	10.063525828545403	9904	9134	0
10	10	9.945454545454545	10.121076233183857	10682	9182	0
11	10	10.790909090909091	10.13677130044843	11292	9193	0
12	10	11.953038163618608	10.156296529042882	12124	9200	0
13	10	13.05	10.080717488789238	12920	9152	0
14	10	14.0216083873402	10.049779233376542	13615	9126	0
15	10	15.039534690163352	10.017479866609445	14352	9101	0
16	10	16.01590909090909	9.984304932735427	15059	9082	0
17	10	17.072727272727274	10	15820	9093	0
18	10	17.987620128284803	10.066424314216649	16474	9134	0
19	10	19.082181618430397	10.025320010334921	17269	9110	0
20	10	19.952272727272728	10.047085201793722	17896	9128	0
21	10	21.100816761363635	10.040967453755606	18719	9118	0
22	10	21.907105047052553	10.076337737352858	19300	9142	0
23	10	23.072727272727274	10.161434977578475	20146	9211	0
24	10	24.18980324485085	10.077123257076794	20947	9142	0
25	10	25.145547207919034	9.98944338127102	21635	9085	0
26	10	26.164174027876417	9.97170897342699	22372	9069	0
27	10	27.1	9.991031390134529	23049	9087	0
28	10	28.18409090909091	9.984304932735427	23831	9082	0
29	10	29.054545454545455	10.040358744394618	24458	9123	0
30	10	30.245454545454546	10.015695067264573	25317	9105	0
31	10	31.071070445667612	10.021166609007146	25911	9101	0
32	10	32.06809359463778	10.181315469100337	26624	9224	0
2	11	1.9030753395774154	11.1303040371882	4882	9912	0
3	11	2.939099953391336	11.077638634651764	5628	9880	0
4	11	3.899271046031606	11.063415801044002	6316	9863	0
5	11	4.8362820712002845	11.070436212514013	6996	9871	0
6	11	5.943453563343396	11.00321406206208	7791	9822	0
7	11	6.828483442826705	11.106356633618272	8430	9896	0
8	11	7.946913840553978	11.066371763768217	9241	9871	0
9	11	8.839641779119319	11.027420112370375	9880	9839	0
10	11	9.920951704545455	11.046135735618693	10658	9855	0
11	11	10.778699562766336	11.050623051254204	11280	9855	0
12	11	11.972727272727273	11.07847533632287	12144	9881	0
13	11	13.05427606756037	11.112360248651205	12919	9904	0
14	11	14.012002286044035	11.064258797820907	13607	9863	0
15	11	15.080012096058239	11.027140938113089	14377	9839	0
16	11	15.96574734774503	11.037686608831978	15016	9847	0
17	11	17.06263094815341	11.003929788221692	15811	9822	0
18	11	17.968951693448155	11.048048900381866	16466	9855	0
19	11	19.059568093039772	11.042023389328754	17252	9847	0
20	11	19.980938165838065	11.003828519128362	17916	9822	0
21	11	21.016554953835225	11.043056607780969	18661	9855	0
22	11	21.9394287109375	11.05458486240541	19325	9863	0
23	11	23.122120805220167	11.127171537801289	20177	9912	0
24	11	24.16675692471591	11.100920946608744	20931	9896	0
25	11	25.184881591796874	11.015958914307735	21668	9830	0
26	11	26.155817760120737	10.963538473497056	22364	9789	0
27	11	27.07676613547585	11.0256410607308	23028	9839	0
28	11	28.172205699573862	10.990265303128503	23814	9814	0
29	11	29.123208340731534	11.063604654218048	24502	9863	0
30	11	30.081818181818182	11.02914798206278	25199	9845	0
31	11	31.138722367720167	10.993515493623878	25960	9814	0
32	11	32.072943115234374	11.010962516203055	26632	9830	0
2	12	1.9500394647771668	12.041185676156717	4915	10584	0
3	12	2.9681818181818183	12.114349775784753	5652	10638	0
4	12	3.858260276100853	12.055844704666479	6291	10592	0
5	12	4.888388061523438	12.05309949113649	7029	10592	0
6	12	5.94047948663885	12.040041252102016	7791	10576	0
7	12	6.889442305131393	12.088517672277886	8479	10617	0
8	12	7.869195279208097	12.037645006393637	9183	10576	0
9	12	8.888744562322444	12.016721990610986	9921	10559	0
10	12	9.926340831409801	12.05390280137682	10666	10592	0
11	12	10.817257135564631	12.09067032476177	11305	10617	0
12	12	11.925	12.114349775784753	12109	10638	0
13	12	13.023358986594461	12.107482362755745	12894	10625	0
14	12	14.066129372336649	12.026291919930632	13648	10568	0
15	12	15.070454545454545	12.073991031390134	14377	10609	0
16	12	16.07272727272727	12.058295964125561	15099	10597	0
17	12	16.96003085049716	12.021855238841788	15737	10568	0
18	12	18.054545454545455	12.210762331838565	16528	10709	0
19	12	19.06215376420454	12.031983516676007	17252	10576	0
20	12	19.92697199041193	12.027156812727718	17875	10568	0
21	12	21.06422895951704	12.020247249859864	18694	10568	0
22	12	21.937236993963065	12.058780139871775	19325	10592	0
23	12	23.097817715731534	12.11547988412626	20161	10633	0
24	12	24.08820467862216	12.068760619569787	20873	10600	0
25	12	25.25160411487926	11.996808928759108	21709	10551	0
26	12	26.150363436612214	11.986387791654987	22364	10543	0
27	12	27.188636363636363	11.943946188340806	23113	10514	0
28	12	28.090698797052553	12.000453247617711	23757	10551	0
29	12	29.177965198863635	12.033896681439181	24543	10576	0
30	12	30.12272727272727	12.058295964125561	25228	10597	0
31	12	31.04896739612926	12.010883964230661	25895	10559	0
32	12	32.169142844460225	12.004358950217208	26698	10551	0
2	13	1.9500394647771668	13.041915709333363	4915	11313	0
3	13	2.878561401367188	13.084273402466366	5587	11346	0
4	13	3.8727272727272726	13.071748878923767	6305	11338	0
5	13	4.71618222323331	13.048314663326792	6906	11313	0
6	13	5.953602738813921	13.029386922382987	7799	11305	0
7	13	6.8775349010120745	13.099719676201651	8471	11354	0
8	13	7.91585526899858	13.050210037573569	9216	11321	0
9	13	8.874960327148438	13.016694073185256	9904	11297	0
10	13	9.881940529563211	13.058750853944785	10633	11321	0
11	13	10.806089089133524	13.06414685441774	11297	11330	0
12	13	11.957504827325995	13.133789883600755	12132	11379	0
13	13	13.018490045720881	13.094591901975896	12894	11354	0
14	13	14.108332408558239	13.04088643848094	13681	11313	0
15	13	14.992692982066762	12.991936516868693	14320	11272	0
16	13	15.985730812766336	13.026663604873177	15032	11297	0
17	13	17.039061667702416	13.005454572326933	15794	11289	0
18	13	18.081818181818182	13.07847533632287	16548	11343	0
19	13	19.023382568359374	13.004393983849495	17220	11280	0
20	13	19.94429210316051	13.017730028639994	17883	11297	0
21	13	21.07380870472301	13.017690342103418	18702	11297	0
22	13	21.937428422407667	13.058875387559556	19325	11321	0
23	13	23.078724809126417	13.121257149050587	20144	11370	0
24	13	24.21079933860085	13.079621866679512	20963	11338	0
25	13	25.082533957741475	13.005683112037554	21594	11289	0
26	13	26.209328946200284	12.98803491977298	22405	11272	0
27	13	27.05	13.006726457399104	23013	11290	0
28	13	28.2	12.932735426008968	23842	11236	0
29	13	29.09127863103693	13.045799358008686	24478	11313	0
30	13	30.188402210582385	13.002005949148682	25272	11280	0
31	13	31.07981789328835	13.002424710534612	25911	11280	0
32	13	32.11887761896307	13.00147223365681	26665	11280	0
2	14	1.9500394647771668	14.02262549000165	4915	12026	0
3	14	2.9337468927556825	14.077654782966645	5620	12067	0
4	14	3.870597700639205	14.021544862755743	6300	12026	0
5	14	4.9336095636541195	14.01361713494955	7062	12026	0
6	14	5.895470913973722	14.017500941528866	7758	12026	0
7	14	6.911559226296165	14.07539812438691	8495	12067	0
8	14	7.920511973987927	14.036178246741871	9216	12042	0
9	14	8.897806895862926	14.020421323220289	9921	12026	0
10	14	9.904519375887785	14.035435150557033	10650	12034	0
11	14	10.844256869229405	14.081983352455856	11330	12075	0
12	14	11.897872092507102	14.133317203265133	12083	12108	0
13	14	13.093869850852274	14.07968290183576	12952	12067	0
14	14	14.036363636363637	13.986547085201794	13631	12006	0
15	14	15.104545454545455	14.035874439461884	14402	12042	0
16	14	16.016749156605115	13.998424033947588	15057	12009	0
17	14	17.014063609730115	13.967293367257565	15778	11985	0
18	14	18.027632834694604	14.053563686764292	16507	12050	0
19	14	18.98854536576704	14.03755769601317	17195	12042	0
20	14	19.995464533025565	13.971058114227157	17924	11993	0
21	14	21.005934836647725	14.009324146493132	18653	12018	0
22	14	21.95249855735085	14.038277527676568	19333	12042	0
23	14	23.070213179154827	14.111403392569365	20136	12091	0
24	14	24.162035023082385	14.057578869464685	20931	12050	0
25	14	25.176719526811077	13.978266010369953	21660	11993	0
26	14	26.193984153053975	13.947199663239207	22389	11977	0
27	14	27.072194047407667	13.967995408404567	23028	11985	0
28	14	28.182814719460225	13.932618282301007	23822	11960	0
29	14	29.101035933061077	14.025378034788394	24486	12034	0
30	14	30.1877890846946	13.986675450620094	25272	12001	0
31	14	31.054876708984374	13.971511088144617	25895	11993	0
32	14	32.16085038618608	13.986654923101176	26690	12001	0
2	15	1.9500394647771668	15.0367140504653	4915	12771	0
3	15	2.964887306906961	15.060185316966788	5644	12788	0
4	15	3.9147413773970174	15.016931097603699	6332	12755	0
5	15	4.873858226429333	15.035984740663537	7021	12771	0
6	15	5.962339089133523	15.020405722305913	7807	12755	0
7	15	6.906870616566052	15.07179431316564	8487	12796	0
8	15	7.874365234375	15.024868404918722	9183	12763	0
9	15	8.944149225408381	15.02442637901135	9953	12763	0
10	15	9.854545454545455	15.033632286995516	10617	12771	0
11	15	10.947727272727272	15.058295964125561	11405	12789	0
12	15	11.996898859197444	15.144305720992152	12157	12845	0
13	15	13.028592751242899	15.11455587207469	12902	12829	0
14	15	14.077806507457387	15.024582388155128	13656	12763	0
15	15	15.025618674538352	14.998847721938061	14344	12739	0
16	15	16.034410511363635	15.009352337619115	15065	12747	0
17	15	17.04980108087713	14.997080986809838	15802	12739	0
18	15	17.971812022816053	15.07457784473094	16466	12796	0
19	15	19.064675625887784	15.012223453265134	17252	12755	0
20	15	19.97854669744318	14.996987928724074	17908	12739	0
21	15	21.04787153764204	15.039630428023402	18686	12771	0
22	15	21.940516246448862	15.077973096360006	19325	12796	0
23	15	23.065452436967327	15.121439433418582	20136	12829	0
24	15	24.23917236328125	15.062329758443106	20980	12788	0
25	15	25.197446511008522	15.001365764258688	21676	12747	0
26	15	26.16462901722301	14.96908692501051	22372	12722	0
27	15	27.128282581676135	14.93868293249019	23069	12698	0
28	15	28.152446954900565	14.959538891711043	23806	12714	0
29	15	29.131800426136362	15.04436270538467	24510	12771	0
30	15	30.147727272727273	15.008968609865471	25246	12753	0
31	15	31.364272238991475	15.136657167443246	26116	12845	0
32	15	32.1255498712713	15.013102031074832	26665	12755	0
2	16	1.9500394647771668	16.019528979301608	4915	13484	0
3	16	2.947472867098722	16.03851318359375	5636	13500	0
4	16	3.9188307328657674	16.033140447642236	6332	13500	0
5	16	4.991674111106179	16.03330193079106	7111	13500	0
6	16	5.83004677512429	16.022604356432176	7709	13492	0
7	16	6.946246615323154	16.08207257873809	8520	13533	0
8	16	7.913472123579546	16.048793365067965	9216	13509	0
9	16	8.929514659534801	16.00867301359305	9945	13476	0
10	16	9.876674860174006	16.039806417285593	10625	13500	0
11	16	10.938636363636364	16.078475336322867	11398	13535	0
12	16	11.952909157492899	16.132839870025222	12124	13574	0
13	16	13.090202192826705	16.10080325550028	12943	13550	0
14	16	14.002102106267756	16.041478725826792	13599	13500	0
15	16	15.077680275656961	15.983844295210902	14377	13459	0
16	16	15.989935302734375	15.98561650434417	15032	13459	0
17	16	17.047838245738635	15.978876635632707	15802	13459	0
18	16	18.054545454545455	16.042600896860986	16528	13509	0
19	16	19.056105735085225	15.992519224705717	17244	13468	0
20	16	19.987868430397725	15.985282590036434	17916	13459	0
21	16	21.043210671164772	16.032033330121916	18678	13500	0
22	16	21.961892422762784	16.060900495725896	19341	13517	0
23	16	23.111558948863635	16.11351936921945	20169	13558	0
24	16	24.15	16.094170403587444	20922	13546	0
25	16	25.23591807972301	15.997804376576513	21701	13476	0
26	16	26.168726695667612	15.930070406652886	22372	13418	0
27	16	27.098122891512784	15.966495804722532	23044	13451	0
28	16	28.188743452592327	15.955650432227438	23831	13443	0
29	16	29.130482621626417	16.019979571013174	24510	13484	0
30	16	30.131592351740053	15.981515106064322	25231	13459	0
31	16	31.113520396839487	15.978411345203895	25936	13459	0
32	16	32.162007279829545	15.982735809189322	26698	13459	0
2	17	1.9500394647771668	17.046713893189025	4915	14238	0
