x	y	new_x	new_y	pixel_x	pixel_yselected
13	6	12.95589766068892	5.935783317497184	13148	5382	1
14	6	13.870250077681108	5.895968875369509	13812	5349	1
15	6	15.072417935458098	5.93676826545784	14672	5382	1
16	6	15.937527465820313	5.935656848254504	15303	5382	1
17	6	17.027853948419747	5.906104972770621	16089	5358	1
18	6	17.95551896528764	5.897940145956503	16753	5358	1
19	6	19.065577836470172	5.879514127164273	17555	5341	1
20	6	19.967233553799716	5.857287845096072	18203	5325	1
21	6	20.965463534268466	5.870413153021185	18924	5333	1
22	6	21.908603737571024	5.885257480380771	19603	5349	1
23	6	23.211168878728696	5.944920032947986	20546	5390	1
24	6	24.061971213600852	5.940232422974732	21160	5382	1
25	6	24.985807661576704	5.923927513328758	21823	5374	0
26	6	26.162299138849434	5.893619571720157	22667	5349	1
27	6	27.098301003196024	5.8917163470843885	23347	5349	0
28	6	28.172933127663352	5.8864458788622605	24117	5349	0
29	6	29.123475230823864	5.8889663283889355	24805	5349	0
30	6	30.15765769264915	5.843797563432573	25551	5317	0
31	6	31.0581787109375	5.821732804581925	26198	5300	0
32	6	32.06955067027699	5.853364549241624	26927	5325	0
2	7	1.9145754727450282	6.946862985421945	5194	6119	0
3	7	2.7885760220614344	6.956421035904068	5816	6128	0
4	7	3.8895073630593036	6.924744614609727	6611	6103	0
5	7	4.9472278941761365	6.8942820231119795	7373	6078	0
6	7	5.919968761097301	6.91725474864513	8077	6095	0
7	7	6.928509521484376	6.916113088796805	8806	6095	0
8	7	7.848676924272018	6.898958635759783	9470	6087	0
9	7	8.938313987038354	6.865077938045467	10256	6062	0
10	7	9.900739912553268	6.8714447021484375	10945	6062	0
11	7	10.774773060191762	6.882453024924338	11575	6070	0
12	7	12.059128917347302	6.936801119967624	12501	6111	1
13	7	12.936634133078837	6.930706539669552	13140	6103	1
14	7	13.942295143821024	6.939338065482475	13861	6111	1
15	7	14.992302357066762	6.944406457849451	14615	6119	1
16	7	15.998688853870739	6.932064709362683	15344	6103	1
17	7	17.066516945578837	6.923055150487402	16114	6103	1
18	7	17.995454545454546	6.945945945945946	16787	6121	1
19	7	19.054838423295454	6.903925990199183	17547	6087	1
20	7	19.95413873845881	6.8860422770182295	18194	6070	1
21	7	21.045599920099434	6.868740047420467	18981	6062	1
22	7	21.899273681640626	6.877552341770482	19595	6070	1
23	7	23.181818181818183	6.9707207207207205	20526	6139	1
24	7	24.085958030007102	6.922912872589386	21176	6103	1
25	7	24.99127585671165	6.92040135838964	21823	6095	1
26	7	26.193909801136364	6.909891351923212	22692	6087	1
27	7	27.10090886896307	6.90824725176837	23347	6087	1
28	7	28.158109907670454	6.9044071231876405	24109	6087	1
29	7	29.175640869140626	6.895411998302013	24846	6078	0
30	7	30.151576371626422	6.8714728827949045	25543	6062	0
31	7	31.088615833629262	6.853886784733953	26223	6054	0
32	7	32.049683726917614	6.843695700705588	26911	6046	0
2	8	1.910911282626065	7.950302261490006	5186	6849	0
3	8	2.7659666581587357	7.967700030352619	5808	6857	0
4	8	3.9336926546963777	7.916313652519707	6644	6824	0
5	8	4.894603105024857	7.918355031056447	7340	6824	0
6	8	5.938031005859375	7.906805090002112	8094	6816	0
7	8	6.899186290394177	7.918517928939682	8782	6824	0
8	8	7.920484785600143	7.90025755736205	9519	6808	0
9	8	8.86039706143466	7.883738199869792	10199	6799	0
10	8	9.87579179243608	7.879133069837416	10928	6799	0
11	8	10.802194491299717	7.875918414141681	11600	6791	1
12	8	12.05117353959517	7.9532509193764085	12501	6849	1
13	8	13.046182528409092	7.903097616659629	13214	6816	1
14	8	13.86834550337358	7.9184945596231	13812	6824	1
15	8	15.022238714044745	7.905580262880068	14639	6816	1
16	8	15.987658136541194	7.920643849415822	15335	6824	1
17	8	17.054463889382102	7.930144851272171	16105	6832	1
18	8	17.993048650568184	7.908873274519637	16777	6816	1
19	8	18.944792036576704	7.902490701761332	17465	6816	1
20	8	19.997784423828126	7.867381052927929	18227	6791	1
21	8	20.99241610440341	7.86313127397417	18940	6783	1
22	8	21.93441883433949	7.841132499076225	19620	6767	1
23	8	23.231071888316762	7.939076741536459	20554	6840	1
24	8	24.056908069957387	7.948673969990499	21152	6849	1
25	8	25.01688287908381	7.919080167203337	21848	6824	1
26	8	26.155341131036934	7.882194450309685	22667	6799	1
27	8	27.12042069868608	7.888001038147523	23364	6799	1
28	8	28.217491566051137	7.88285222783819	24150	6799	1
29	8	29.128704833984376	7.884511449315527	24805	6799	0
30	8	30.120245916193184	7.853758116026183	25526	6775	0
31	8	31.076683460582387	7.8441698228990715	26214	6767	0
32	8	32.086374178799716	7.8395729408607835	26943	6767	0
2	9	1.8814160433682525	8.965210373337205	5169	7586	0
3	9	2.7963801990855823	8.954024031355575	5825	7578	0
4	9	3.901851723410866	8.932284380938556	6619	7561	0
5	9	4.895849470658735	8.937522544517174	7340	7569	0
6	9	5.967750965465199	8.951243082682293	8110	7578	0
7	9	6.892992609197444	8.928844280071088	8782	7561	0
8	9	7.915556196732956	8.891871271906673	9519	7528	0
9	9	8.846299327503552	8.88231115942603	10191	7528	1
10	9	9.912691705877132	8.902105657903999	10953	7537	1
11	9	10.794841142134233	8.904076241158151	11592	7545	1
12	9	12.045849609375	8.983872147293779	12493	7602	1
13	9	13.01851834383878	8.953378625818202	13197	7578	1
14	9	13.876798872514206	8.966249620592272	13812	7586	1
15	9	15.06682350852273	8.946910136454814	14672	7569	1
16	9	15.966559392755682	8.9458193392367	15319	7569	1
17	9	17.06797762784091	8.94715551427893	16114	7569	1
18	9	18.012338534268466	8.94979830905124	16794	7578	1
19	9	19.008043878728696	8.908071019628027	17514	7545	1
20	9	20.019870827414774	8.89256204141153	18244	7537	1
21	9	20.97079578746449	8.887670293584602	18932	7528	1
22	9	21.92838190252131	8.883252118084883	19620	7528	1
24	9	24.16798095703125	8.931447896871482	21234	7561	1
25	9	25.034477650035512	9.087450457048847	21856	7676	1
26	9	26.11979092684659	8.923156600814682	22643	7553	1
27	9	27.199763627485797	8.901981937992682	23421	7537	1
28	9	28.09458895596591	8.949288995416316	24060	7578	1
29	9	29.199483420632102	8.87560966422966	24863	7520	1
30	9	30.136012406782672	8.860205160604941	25534	7512	1
31	9	31.0841796875	8.846294231242963	26223	7496	0
32	9	32.055074240944606	8.853307775548988	26919	7504	0
2	10	1.846485207297585	9.972438915355786	5145	8315	0
3	10	2.8428348888050423	9.930427757469385	5857	8290	0
4	10	3.917251309481534	9.923160587345158	6636	8282	0
5	10	4.890970126065341	9.917958852407097	7340	8282	0
6	10	5.929348061301491	9.93437029864337	8086	8290	0
7	10	6.931127097389916	9.906147037540471	8806	8274	0
8	10	7.968372414328837	9.896573865735855	9552	8266	1
9	10	8.807078690962358	9.884122831327423	10158	8258	1
10	10	9.920185158469462	9.839013176995357	10961	8225	1
11	10	10.804463889382104	9.862816200600015	11600	8241	1
12	10	12.08352217240767	9.97323072278822	12517	8323	1
13	10	12.972144109552557	9.948789854307433	13165	8298	1
14	10	13.947878473455257	9.932763314461925	13869	8290	1
15	10	15.01372292258523	9.93486242895728	14631	8290	1
16	10	16.03183649236506	9.927608318157025	15368	8282	1
17	10	17.044971535422587	9.934844558303421	16097	8290	1
18	10	18.042734042080966	9.917725159241273	16818	8282	1
19	10	18.985963023792614	9.887659158792584	17498	8258	1
20	10	20.01736561168324	9.866004050314965	18244	8241	1
21	10	20.98588534268466	9.887965021906673	18940	8258	1
22	10	21.9241455078125	9.887474266258447	19612	8258	1
23	10	23.185500821200286	9.964822580148509	20521	8315	1
24	10	24.07290760387074	9.920385824667443	21168	8282	1
25	10	25.033698064630684	9.896830240885418	21856	8266	1
26	10	26.170491721413352	9.920850461667724	22675	8282	1
27	10	27.137424538352274	9.92220313269813	23372	8282	1
28	10	28.148735462535512	9.91255435428104	24101	8274	1
29	10	29.19500565962358	9.892162563564543	24855	8258	1
30	10	30.10239313299006	9.88156251649599	25510	8249	1
31	10	31.13544921875	9.874255481067006	26255	8249	1
32	10	32.03044378107244	9.865374453432926	26903	8241	0
2	11	1.8680105035955252	11.015036918021536	5153	9077	0
3	11	2.7477483575994315	11.01435508384361	5792	9077	0
4	11	3.89466552734375	10.957795839051942	6619	9036	0
5	11	4.859206182306463	10.952996881158501	7315	9036	0
6	11	5.9055908203125	10.951440759607262	8069	9028	0
7	11	6.888652177290484	10.922692376214105	8774	9011	0
8	11	7.8981958562677566	10.90990111204955	9503	9003	1
9	11	8.783725807883524	10.893956364812077	10142	8987	1
10	11	9.934176080877132	10.910862003360782	10969	9003	1
11	11	10.74538740678267	10.90690159153294	11559	8995	1
12	11	12.055500099875712	10.955736589861345	12501	9036	1
13	11	12.979375388405542	10.93260096644496	13165	9019	1
14	11	13.861194679953837	10.933974257460585	13804	9019	1
15	11	15.01048805930398	10.913561846758867	14631	9003	1
16	11	16.02485906427557	10.901427672789977	15360	8995	1
17	11	16.994591175426137	10.90771401895059	16065	9003	1
18	11	18.034202991832387	10.894546096389357	16810	8987	1
19	11	18.937548273259946	10.887208130982545	17465	8987	1
20	11	20.001546408913352	10.843207831855292	18227	8954	1
21	11	20.925063809481536	10.886104274440456	18899	8987	1
22	11	21.883165949041196	10.889502448004645	19587	8987	1
23	11	23.204158158735797	10.942835352442286	20537	9028	1
24	11	24.02081687233665	10.936763454127956	21127	9019	1
25	11	25.044728781960227	10.904300724063907	21864	8995	1
26	11	26.115743186257102	10.902559022645692	22634	8995	1
27	11	27.139430375532672	10.903990049619932	23372	8995	1
28	11	28.134849964488637	10.883864944045607	24093	8978	1
29	11	29.175588156960227	10.88118297130138	24846	8978	1
30	11	30.071628639914774	10.870672277502111	25485	8970	1
31	11	31.088429953835227	10.848251480240005	26223	8954	1
32	11	32.03555131392046	10.848670753272804	26903	8954	1
2	12	1.88154990456321	11.974766636753941	5169	9773	0
3	12	2.8052205866033377	11.958819140185106	5833	9765	0
4	12	3.8701432661576702	11.961261921100789	6603	9765	0
5	12	4.880646168101918	11.966256081520974	7332	9773	0
6	12	5.883186756480824	11.971569164379224	8053	9773	1
7	12	6.955358054421166	11.9203821130701	8823	9732	1
8	12	7.874210427024149	11.928572371199325	9486	9740	1
9	12	8.795640147816052	11.933486801009995	10150	9748	1
10	12	9.884053733132104	11.912039267050254	10936	9732	1
11	12	10.801799149946733	11.912935549074465	11600	9732	1
12	12	12.112155983664774	12.051265407252956	12542	9830	1
13	12	12.946621704101563	11.99037184156813	13140	9789	1
14	12	13.87679471102628	11.974990707259995	13812	9773	1
15	12	15.01833523837003	12.069281775672156	14639	9847	1
16	12	15.999970592151989	11.96285378395974	15344	9765	1
17	12	17.019721013849434	11.95905283335093	16081	9765	1
18	12	18.02975574840199	11.943018732844171	16810	9748	1
19	12	18.982436856356536	11.933468930356137	17498	9748	1
20	12	20.001058127663352	11.920723030159065	18227	9732	1
21	12	20.968182373046876	11.91216161229589	18924	9732	1
22	12	21.927424760298297	11.911233712961009	19620	9732	1
23	12	23.181844260475852	11.993290256809544	20521	9789	1
24	12	24.058941650390626	11.96133752771326	21152	9765	1
25	12	25.058586536754262	11.953851098412866	21873	9757	1
26	12	26.116761363636364	11.964639474679759	22634	9765	1
27	12	27.089289994673297	11.947673350841075	23339	9757	1
28	12	28.20123124556108	11.93322011586782	24142	9748	1
29	12	29.111684348366477	11.921935485289977	24797	9740	1
30	12	30.121990966796876	11.922813896660331	25526	9740	1
31	12	31.068008145419036	11.894370689048424	26206	9716	1
32	12	32.128910134055396	11.877609390396255	26968	9708	1
2	13	1.8678329467773436	13.0046166772241	5153	10527	0
3	13	2.7761553677645594	12.996491028381898	5808	10519	0
4	13	3.8809464888139202	12.946159019126549	6611	10486	0
5	13	4.926076438210227	12.95292649827562	7365	10486	0
6	13	5.833699729225852	12.973787049989443	8012	10502	1
7	13	6.955344182794746	12.930065807995495	8823	10469	1
8	13	7.879756303267047	12.923760216515344	9495	10469	1
9	13	8.90664090243253	12.903012387387388	10232	10453	1
10	13	9.807773659446024	12.901515376460445	10879	10453	1
11	13	10.800875299627132	12.89664768528294	11600	10445	1
12	13	12.047759732333098	12.974009745829814	12493	10502	1
13	13	12.991041426225143	12.953561593820384	13173	10486	1
14	13	13.929344593394887	12.955205693975225	13853	10486	1
15	13	14.795968905362217	12.955267553930884	14475	10486	1
16	13	16.033075228604403	12.906682744756475	15368	10453	1
17	13	16.99921042702415	12.917770798141893	16065	10461	1
18	13	18.076913729580966	12.90487780871692	16843	10453	1
19	13	18.94014226740057	12.91225426476281	17465	10461	1
20	13	20.0111122824929	12.86824709230715	18235	10428	1
21	13	20.98880948153409	12.87218138548705	18940	10428	1
22	13	21.888686856356536	12.916194056605434	19587	10461	1
23	13	23.154347922585227	12.971859768704253	20505	10502	1
24	13	24.148519065163352	12.933824143968188	21217	10469	1
25	13	24.994532914595172	12.928016181464669	21832	10469	1
26	13	26.135094105113637	12.941096125422298	22651	10478	1
27	13	27.047025923295454	12.913360870636263	23306	10461	1
28	13	28.238554243607954	12.92038953626478	24166	10461	1
29	13	29.10701238458807	12.937502749331363	24797	10478	1
30	13	30.11167879971591	12.898591462556308	25518	10445	1
31	13	31.11099909002131	12.876490962397945	26239	10428	1
32	13	32.07109042080966	12.869227228937923	26927	10428	1
2	14	1.8379229458895594	14.031717386331644	5136	11272	0
3	14	2.8212409279563206	14.02048361838401	5841	11264	0
4	14	3.8591742775656956	13.996928721934827	6595	11248	0
5	14	4.89733096036044	13.998204411687079	7340	11248	1
6	14	5.905320323597301	14.002289918091922	8069	11248	1
7	14	6.947136341441762	13.975489435969173	8815	11231	1
8	14	7.8626803311434665	13.960391482791387	9478	11223	1
9	14	8.864618197354405	13.96406871348888	10199	11223	1
10	14	9.858514681729405	13.95276621225718	10920	11215	1
11	14	10.800102650035512	13.952264459283503	11600	11215	1
12	14	12.058528275923296	13.968187211870074	12501	11223	1
13	14	13.018611283735796	13.981320767789274	13197	11231	1
14	14	13.863189419833098	13.979789390220299	13804	11231	1
15	14	15.005867420543325	13.930012745900198	14631	11198	1
16	14	15.996723244406962	13.931313179634714	15344	11198	1
17	14	17.067227172851563	13.934039141680744	16114	11198	1
18	14	17.987630393288352	13.924652924408784	16777	11190	1
19	14	19.005028187144887	13.89335178684544	17514	11174	1
20	14	19.920452880859376	13.88150216867258	18170	11166	1
21	14	20.99449129971591	13.890775663358673	18948	11166	1
22	14	21.90551591352983	13.902153771202844	19603	11174	1
23	14	23.175327370383524	13.968152845228042	20521	11223	1
24	14	24.136761474609376	13.924962224187079	21209	11190	1
25	14	25.019376997514204	13.917177492433842	21848	11190	1
26	14	26.076356090198864	13.916087382548564	22610	11190	1
27	14	27.13941650390625	13.903634286141612	23372	11182	1
28	14	28.16142245205966	13.902501561620214	24109	11174	1
29	14	29.172078635475852	13.893753189224382	24838	11174	1
30	14	30.045738636363637	13.872448620495497	25469	11158	1
31	14	31.117363392223012	13.856319668056729	26239	11141	1
32	14	32.05907204367898	13.85769845773508	26919	11141	1
2	15	1.9198147860440338	14.987592542493665	5194	11969	0
3	15	2.7902801513671873	14.998554126636401	5825	11977	0
4	15	3.896113031560724	14.984722240551097	6619	11969	0
5	15	4.8251880992542615	14.975887264217342	7291	11960	0
6	15	5.889236866344105	15.009727409294058	8053	11985	1
7	15	6.918194580078126	14.966375952368383	8798	11952	1
8	15	7.846700217507103	14.952273257143862	9470	11944	1
9	15	8.857309237393467	14.939734931464667	10199	11936	1
10	15	9.901998069069604	14.919062708949182	10945	11919	1
11	15	10.788179987127132	14.932200388865427	11583	11928	1
12	15	12.051886541193182	15.014221191406248	12501	11985	1
13	15	12.977770441228694	14.977949262739301	13165	11960	1
14	15	13.927800681374292	14.987108660173845	13853	11969	1
15	15	14.981134310635655	14.988802248293213	14606	11969	1
16	15	15.993051424893467	14.965799967447916	15335	11952	1
17	15	17.04696766246449	14.969169273032797	16097	11952	1
18	15	18.011423006924716	14.962946161493523	16794	11952	1
19	15	18.98356045809659	14.938488109691722	17498	11928	1
20	15	19.93475730202415	14.921986622853321	18178	11919	1
21	15	21.06320301402699	14.928902565895973	18997	11928	1
22	15	21.887646484375	14.93208766627956	19587	11928	1
23	15	23.163134210759946	14.981388676273928	20505	11960	1
24	15	24.055773370916196	14.948494301185951	21152	11936	1
25	15	25.02664295543324	14.957303158871762	21848	11944	1
26	15	26.15170399058949	14.966194496498451	22659	11952	1
27	15	27.07669178355824	14.927334072353602	23331	11919	1
28	15	28.086826393821024	14.867108594189892	24060	11878	1
29	15	29.199086692116477	14.931381088119368	24863	11928	1
30	15	30.08503972833807	14.932223758182008	25502	11928	1
31	15	31.049614368785512	14.906491391293637	26190	11911	1
32	15	32.110596812855114	14.894001178913287	26960	11895	0
2	16	1.9171195290305396	15.997610281179616	5194	12698	0
3	16	2.770998590642755	15.996033539643157	5808	12698	0
4	16	3.8708916404030536	15.961429080447635	6603	12673	0
5	16	4.866053217107599	15.964200406461147	7315	12681	0
6	16	5.9438099254261365	15.944010691599802	8094	12665	0
7	16	6.864055009321734	15.960047541437921	8757	12673	0
8	16	7.878523115678268	15.919945794182855	9486	12648	1
9	16	8.870723100142046	15.916337296769425	10207	12640	1
10	16	9.883304665305399	15.93365258569116	10936	12657	1
11	16	10.739415671608667	15.932114334793777	11551	12657	1
12	16	12.054788485440342	15.983309634096987	12501	12689	1
13	16	12.95409157492898	15.981803000510276	13148	12689	1
14	16	13.907818603515626	15.969017235008446	13836	12681	1
15	16	15.021016623757104	15.960945198127815	14639	12673	1
16	16	15.968803821910512	15.96224563186233	15319	12673	1
17	16	17.00933671431108	15.934935148771817	16073	12657	1
18	16	18.07330155806108	15.924061543232686	16843	12648	1
19	16	18.932909601384946	15.930038589615005	17457	12648	1
20	16	19.989222856001422	15.927905108477617	18219	12648	1
21	16	20.975051602450286	15.896089845949465	18932	12624	1
22	16	21.91496249112216	15.88339343371692	19612	12616	1
23	16	23.192425537109376	15.985672684403152	20529	12689	1
24	16	24.11874500621449	15.958543657182572	21201	12673	1
25	16	24.997545831853696	15.945114548141891	21832	12665	1
26	16	26.117724054509946	15.937244587116412	22634	12657	1
27	16	27.10728426846591	15.923092403927365	23355	12648	1
28	16	28.189601273970172	15.927374487524634	24134	12648	1
29	16	29.1181679465554	15.922279976509712	24797	12648	1
30	16	30.120301402698864	15.899584246111345	25526	12632	1
31	16	31.112258633700286	15.88453028223536	26239	12616	1
32	16	32.06522549715909	15.893346013249577	26927	12624	0
2	17	1.885061506791548	17.02365799637528	5169	13451	0
3	17	2.7357174960049715	17.012832504134995	5784	13443	0
4	17	3.908766035600142	16.99230462151605	6627	13427	0
5	17	4.909696821732954	16.997493984462977	7348	13427	0
6	17	5.897716591574929	16.99925218186937	8061	13427	0
7	17	6.888571721857246	16.968301584054757	8774	13410	0
8	17	7.871606722745029	16.952677133921032	9486	13394	0
9	17	8.896972378817473	16.942207680092203	10224	13386	0
10	17	9.889483087713069	16.951251605609517	10936	13394	1
11	17	10.779496348987927	16.94251972920186	11583	13386	1
12	17	12.050203912908382	17.020841306394285	12501	13443	1
13	17	13.003899036754262	17.01827755489865	13181	13443	1
14	17	13.845489224520598	17.00557564400338	13795	13435	1
15	17	14.962317449396307	16.93957794464386	14598	13386	1
16	17	15.952582341974432	16.978255538253098	15311	13418	1
17	17	17.048671098188922	16.971996685406108	16097	13410	1
18	17	18.019368674538352	16.970645389041387	16802	13410	1
19	17	18.99191395152699	16.955060804212415	17498	13402	1
20	17	19.999460116299716	16.940071449623453	18227	13386	1
21	17	20.982264848188922	16.9443920238598	18940	13394	1
22	17	21.906855912642047	16.92408546241554	19603	13378	1
23	17	23.228267045454547	16.972131402642876	20554	13410	1
24	17	24.083447265625	16.947665102846987	21168	13394	1
25	17	25.034877152876422	16.924691689980996	21856	13378	1
26	17	26.15308837890625	16.90921432907517	22667	13361	1
27	17	27.04730613014915	16.91480371973536	23306	13369	1
28	17	28.23588534268466	16.887783291103602	24166	13353	1
29	17	29.142781760475852	16.9017773877393	24822	13361	1
30	17	30.092857776988637	16.902512833878802	25502	13361	0
31	17	31.08333074396307	16.865996214720578	26214	13337	0
