x	y	new_x	new_y	pixel_x	pixel_y	selected
2	2	1.7520536863558356	1.9179271663631403	3390	1418	0
5	2	4.628616856764875	1.9011981723544833	4425	1413	0
6	2	6.2227657501430205	1.9182636157886401	4996	1418	0
9	2	8.725765830592104	1.942960859418989	5896	1426	0
10	2	9.753477746889303	1.8832642838761613	6266	1405	0
13	2	12.819203811051914	1.929048899057749	7363	1422	0
14	2	13.885000547500715	1.9782846124322564	7749	1438	0
15	2	14.984430867419906	1.9242286338462484	8144	1422	0
16	2	15.84981161506007	1.9053592853717976	8452	1413	0
17	2	17.02516994869136	1.9806277300860429	8875	1442	0
19	2	18.86628077177489	1.936882431442673	9536	1426	0
20	2	19.802680183602686	1.920333518638267	9873	1418	0
21	2	20.952347884189074	1.8815779127516188	10284	1405	0
23	2	23.24080869207666	1.8985911188898859	11106	1409	0
24	2	24.17142582594394	1.8542595253334389	11443	1393	0
25	2	25.046223027209663	1.991934011648367	11755	1446	0
26	2	26.20522617366276	1.963601120957383	12170	1434	0
27	2	27.069838744279174	1.953318621661212	12482	1430	0
28	2	28.063619583094965	1.9796146014789202	12840	1438	0
29	2	28.904452186427342	1.9791369051546663	13140	1438	0
30	2	29.936284324942786	1.9650946952201223	13514	1434	0
31	2	31.009092422590104	1.9658263610289977	13896	1434	0
32	2	32.08968843857265	1.9107881838136964	14286	1413	0
2	3	1.773210378985422	2.947108854953399	3398	1791	0
4	3	3.7681768840728687	2.8591992489926445	4113	1763	0
5	3	4.789475918907324	2.888621218569644	4483	1771	0
6	3	5.90548070562786	2.987563811980926	4881	1808	0
7	3	6.66190741427703	2.9881346419050883	5152	1808	0
9	3	8.67578683674199	2.915215157173775	5876	1783	0
10	3	9.815233592856123	2.8961495751733177	6286	1775	0
13	3	12.794045315181634	2.9717424409883515	7355	1804	0
14	3	13.751664569776173	3.0293333723738383	7700	1824	0
15	3	14.899617140571365	2.915038168967307	8111	1783	0
16	3	16.002036367455663	2.9208097028302715	8509	1783	0
