x	y	new_x	new_y	pixel_x	pixel_y	selected
2	2	1.8742821433327415	2.0241722535551268	3441	3088	0
3	2	2.7142757068980825	1.989613668034586	4047	3064	0
4	2	3.774322509765625	1.9586167239071282	4817	3039	0
5	2	4.891521800648082	1.9650915938816715	5620	3047	0
6	2	5.952852422540838	1.9502497640888345	6382	3031	0
7	2	6.854466524991122	1.995523791366749	7037	3072	0
8	2	7.838356018066406	1.943758778089888	7741	3031	0
9	2	8.856883655894887	1.9920372437895018	8479	3064	0
10	2	9.879597056995738	1.9645518785112361	9216	3047	0
11	2	10.772990833629262	1.9538360938597263	9863	3039	0
12	2	11.95416259765625	2.088092521067416	10707	3138	0
13	2	13.015792846679688	2.0331485362535116	11477	3097	0
14	2	13.758438110351562	2.0130113923147825	12009	3080	0
15	2	15.010617342862217	2.004897488369031	12911	3072	0
16	2	15.98392139781605	2.0150896736745088	13615	3080	0
17	2	16.997670953924004	1.9985868646857445	14344	3072	0
18	2	17.973256891424004	1.9790926472524581	15049	3056	0
19	2	18.984942349520598	1.9862680499473317	15778	3064	0
20	2	20.034407182173297	1.979416339317065	16540	3056	0
21	2	20.828183260830965	2.0791361262289327	17105	3129	0
23	2	23.12559647993608	2.0752233612403446	18768	3129	0
24	2	24.03515625	2.0468454425254565	19423	3105	0
25	2	24.965997869318183	2.0102833265668894	20095	3080	0
26	2	26.125	2.007767512289326	20931	3080	0
27	2	27.0757529518821	2.0037313054116925	21610	3072	0
28	2	28.12379316850142	1.9861737540598667	22364	3064	0
29	2	29.09107832475142	1.9854817936929428	23069	3064	0
30	2	30.17243818803267	1.9799663415115873	23847	3056	0
31	2	31.08350441672585	1.968225303392732	24502	3047	0
32	2	31.95961969549006	1.9300076945444173	25133	3023	0
2	3	1.862505479292436	3.01542570992802	3432	3809	0
3	3	2.7604422135786577	2.9576987963044243	4080	3768	0
4	3	3.9216801036487925	2.957759488566538	4923	3768	0
5	3	4.910797812721946	2.9572657210103586	5636	3768	0
6	3	5.922929243607954	2.9624369074789327	6365	3777	0
7	3	6.889570062810725	2.9888085526027037	7062	3793	0
8	3	7.832581953568892	2.9592730232838838	7741	3768	0
9	3	8.83689325506037	2.987206208304073	8462	3793	0
